Survived,Age,SibSp,Parch,Fare,class_2,class_3,male,embark_Q,embark_S,title_Miss,title_Mr,title_Mrs,title_Other
1,16.0,0,0,8.05,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,27.0,0,0,13.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,51.0,0,0,8.05,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,,0,0,7.9,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,38.0,1,0,90.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,22.0,0,0,9.35,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,19.0,0,0,10.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,20.5,0,0,7.25,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,18.0,0,0,13.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,,3,1,25.47,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1,35.0,1,0,83.47,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,29.0,0,0,7.78,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,59.0,0,0,13.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,5.0,4,2,31.39,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,24.0,0,0,10.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,,0,0,7.55,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,44.0,1,0,26.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,8.0,0,2,26.25,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,19.0,0,0,10.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,33.0,0,0,12.28,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,,1,0,14.45,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,,1,0,15.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,29.0,0,0,10.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,22.0,0,0,7.13,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,30.0,0,0,7.22,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,44.0,2,0,90.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0,25.0,0,0,7.78,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1,24.0,0,2,14.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,37.0,1,1,52.55,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,54.0,1,0,26.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,,0,0,7.25,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,29.0,1,1,10.46,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,62.0,0,0,26.55,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,30.0,1,0,16.1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,41.0,0,2,20.21,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,29.0,0,2,15.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,,0,0,79.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,30.0,0,0,86.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1,50.0,0,1,26.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,,0,0,7.75,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1,3.0,4,2,31.39,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,52.0,1,1,79.65,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,40.0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,,0,0,7.75,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,36.0,0,0,10.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,16.0,4,1,39.69,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,25.0,1,0,7.78,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,58.0,0,1,153.46,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,35.0,0,0,135.63,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,,0,0,31.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,25.0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,41.0,0,1,19.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,37.0,0,1,29.7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,,0,0,7.75,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,63.0,1,0,77.96,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,45.0,0,0,7.75,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,,0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,7.0,4,1,29.13,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1,35.0,1,1,20.25,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,65.0,0,0,7.75,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0,28.0,0,0,7.85,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,16.0,0,0,9.5,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,19.0,0,0,8.05,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,,0,0,26.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,33.0,0,0,8.66,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,30.0,0,0,9.5,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,22.0,0,0,7.9,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,42.0,0,0,13.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,22.0,0,0,7.75,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,26.0,0,0,78.85,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1,19.0,1,0,91.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,36.0,0,0,12.88,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,24.0,0,0,8.85,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,24.0,0,0,7.9,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,,0,0,27.72,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,23.5,0,0,7.23,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,2.0,1,2,151.55,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1,,0,0,30.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,50.0,0,1,247.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,,0,0,7.75,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,,2,0,23.25,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0,19.0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,,0,0,12.35,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,,0,0,8.05,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,0.92,1,2,151.55,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1,,0,0,110.88,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,17.0,1,0,108.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,30.0,1,0,24.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,30.0,0,0,56.93,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,24.0,0,0,83.16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,18.0,2,2,262.38,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,26.0,1,1,26.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,28.0,0,0,7.9,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,43.0,1,1,26.25,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,26.0,0,0,7.85,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1,24.0,1,0,26.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,54.0,0,0,14.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1,31.0,0,2,164.87,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1,40.0,1,1,134.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,22.0,0,0,7.25,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,27.0,0,0,7.9,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,30.0,0,0,12.35,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,22.0,1,1,29.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,,8,2,69.55,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,36.0,0,0,135.63,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,61.0,0,0,6.24,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,36.0,0,0,13.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,31.0,1,1,20.52,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,16.0,0,1,57.98,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,,2,0,23.25,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,45.5,0,0,28.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,38.0,0,1,153.46,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,16.0,2,0,18.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,,1,0,133.65,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,,0,0,7.9,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,29.0,1,0,66.6,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,41.0,0,0,134.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,45.0,0,0,8.05,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,45.0,0,0,35.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,2.0,1,1,26.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1,24.0,3,2,263.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,28.0,0,0,13.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,25.0,0,0,13.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,36.0,0,0,13.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,24.0,0,0,13.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1,40.0,0,0,13.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1,,1,0,16.1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,3.0,1,1,15.9,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,42.0,0,0,8.66,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,23.0,0,0,9.22,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,,0,0,35.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,15.0,1,1,7.23,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,25.0,1,0,17.8,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,,0,0,7.22,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,28.0,0,0,9.5,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,22.0,0,1,55.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,38.0,0,0,13.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1,,0,0,7.88,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,,0,0,7.88,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,40.0,1,4,27.9,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,29.0,1,0,27.72,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,45.0,0,1,14.45,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,35.0,0,0,7.05,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,,1,0,15.5,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0,30.0,0,0,7.25,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,60.0,1,0,75.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,,0,0,7.23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,,0,0,7.75,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,24.0,0,0,69.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,25.0,1,0,55.44,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,18.0,1,0,6.5,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,19.0,0,0,8.05,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,22.0,0,0,135.63,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,3.0,3,1,21.07,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1,,1,0,82.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,22.0,0,0,7.25,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,27.0,0,2,211.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,20.0,0,0,4.01,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,19.0,0,0,7.78,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,42.0,0,0,227.53,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,1.0,0,2,15.74,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,32.0,0,0,7.92,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,35.0,1,0,52.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,,0,0,7.9,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,18.0,0,0,73.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,1.0,5,2,46.9,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1,36.0,0,0,13.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,,0,0,7.73,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1,17.0,0,0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,36.0,1,2,120.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,21.0,0,0,7.8,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,28.0,2,0,7.92,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,23.0,1,0,113.28,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,24.0,0,2,16.7,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,22.0,0,0,7.8,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,31.0,0,0,7.85,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,46.0,0,0,26.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,23.0,0,0,10.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1,28.0,0,0,12.65,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,39.0,0,0,7.92,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,26.0,0,0,8.05,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,21.0,1,0,9.82,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,28.0,1,0,15.85,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,20.0,0,0,8.66,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,34.0,1,0,21.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,51.0,0,0,7.75,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,3.0,1,1,18.75,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,21.0,0,0,7.78,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,,3,1,25.47,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,,0,0,7.9,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,,0,0,6.86,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1,33.0,1,0,90.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,,0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,44.0,0,0,7.92,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,,0,0,8.05,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,34.0,1,1,32.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,18.0,0,2,13.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,30.0,0,0,13.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,10.0,0,2,24.15,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,,0,0,7.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,21.0,0,0,7.73,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0,29.0,0,0,7.88,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,28.0,1,1,14.4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,18.0,1,1,20.21,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,,0,0,7.25,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,28.0,1,0,26.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,19.0,0,0,26.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,,0,0,7.75,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1,32.0,0,0,8.05,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,28.0,0,0,26.55,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,,1,0,16.1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,42.0,1,0,26.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,17.0,0,0,7.13,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,50.0,1,0,55.9,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,14.0,1,2,120.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,21.0,2,2,34.38,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1,24.0,2,3,18.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,64.0,1,4,263.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,31.0,0,0,10.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,45.0,1,1,26.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,20.0,0,0,9.5,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,25.0,1,0,7.78,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
